global_train_step,global_val_step,epoch,train_loss,val_loss
0,,0,0.06970429420471191,
1,,0,-0.25588762760162354,
2,,0,-0.17538988590240479,
3,,0,-0.667454719543457,
4,,0,-0.697739839553833,
5,,0,-0.5805848836898804,
6,,0,-0.7879199981689453,
7,,0,-0.763522744178772,
8,,0,-0.7541996240615845,
9,,0,-0.8469944000244141,
10,,0,-0.6434768438339233,
11,,0,-0.8158434629440308,
12,,0,-0.8651870489120483,
13,,0,-0.7533200979232788,
14,,0,-0.8906466960906982,
15,,0,-0.9191715717315674,
,0,0,,13.851444244384766
,1,0,,12.82192611694336
,2,0,,10.518264770507812
,3,0,,14.465311050415039
,4,0,,9.99499225616455
,5,0,,11.162336349487305
,6,0,,13.588033676147461
,7,0,,12.361210823059082
,8,0,,10.593092918395996
,9,0,,6.557933807373047
,10,0,,15.239917755126953
,11,0,,8.690635681152344
,12,0,,12.09340763092041
,13,0,,10.745426177978516
,14,0,,7.060769557952881
,15,0,,10.441791534423828
16,,1,-0.8418780565261841,
17,,1,-0.84942626953125,
18,,1,-0.6816288232803345,
19,,1,-0.8496725559234619,
20,,1,-0.9189893007278442,
21,,1,-0.3237088918685913,
22,,1,-0.8712928295135498,
23,,1,-0.8463858366012573,
24,,1,-0.8993146419525146,
25,,1,-0.8792260885238647,
26,,1,-0.8449587821960449,
27,,1,-0.8731862306594849,
28,,1,-0.8787314891815186,
29,,1,-0.9196692705154419,
30,,1,-0.891814112663269,
31,,1,-0.9130500555038452,
,16,1,,8.704076766967773
,17,1,,10.60510540008545
,18,1,,9.260032653808594
,19,1,,13.425803184509277
,20,1,,9.66254997253418
,21,1,,9.520694732666016
,22,1,,8.163119316101074
,23,1,,8.074080467224121
,24,1,,7.464075088500977
,25,1,,10.15194320678711
,26,1,,10.614967346191406
,27,1,,8.704111099243164
,28,1,,12.485546112060547
,29,1,,9.149801254272461
,30,1,,8.93991756439209
,31,1,,10.630410194396973
32,,2,-0.8987449407577515,
33,,2,-0.9000279903411865,
34,,2,-0.8125211000442505,
35,,2,-0.9167554378509521,
36,,2,-0.9253247976303101,
37,,2,-0.698983907699585,
38,,2,-0.9120326042175293,
39,,2,-0.9244792461395264,
40,,2,-0.8641178607940674,
41,,2,-0.8319706916809082,
42,,2,-0.5945614576339722,
43,,2,-0.9289271831512451,
44,,2,-0.9269628524780273,
45,,2,-0.9086592197418213,
46,,2,-0.9018549919128418,
47,,2,-0.8751097917556763,
,32,2,,6.947407245635986
,33,2,,16.61495590209961
,34,2,,11.24692153930664
,35,2,,10.717902183532715
,36,2,,6.416315078735352
,37,2,,7.6733269691467285
,38,2,,8.960622787475586
,39,2,,7.490911483764648
,40,2,,10.263858795166016
,41,2,,8.78875732421875
,42,2,,9.856621742248535
,43,2,,12.0836181640625
,44,2,,8.961833953857422
,45,2,,11.737598419189453
,46,2,,8.792803764343262
,47,2,,9.180763244628906
48,,3,-0.931355357170105,
49,,3,-0.8867175579071045,
50,,3,-0.8493592739105225,
51,,3,-0.6659934520721436,
52,,3,-0.8763492107391357,
53,,3,-0.5923514366149902,
54,,3,-0.5462803840637207,
55,,3,-0.7726879119873047,
56,,3,-0.8823248147964478,
57,,3,-0.8547821044921875,
58,,3,-0.8450723886489868,
59,,3,-0.8725231885910034,
60,,3,-0.8812894821166992,
61,,3,-0.8373985290527344,
62,,3,-0.9379324913024902,
63,,3,-0.6980493068695068,
,48,3,,9.422365188598633
,49,3,,10.567930221557617
,50,3,,7.292099952697754
,51,3,,9.721040725708008
,52,3,,9.068731307983398
,53,3,,5.783500671386719
,54,3,,13.978797912597656
,55,3,,5.500446319580078
,56,3,,13.758397102355957
,57,3,,9.156211853027344
,58,3,,9.53193473815918
,59,3,,5.591297149658203
,60,3,,7.847114562988281
,61,3,,9.702812194824219
,62,3,,8.038627624511719
,63,3,,7.807856559753418
64,,4,-0.8542393445968628,
65,,4,-0.9198101758956909,
66,,4,-0.903427004814148,
67,,4,-0.809754490852356,
68,,4,-0.9153844118118286,
69,,4,-0.8753664493560791,
70,,4,-0.8830496072769165,
71,,4,-0.8876814842224121,
72,,4,-0.9249560832977295,
73,,4,-0.8211538791656494,
74,,4,-0.8886803388595581,
75,,4,-0.8824567794799805,
76,,4,-0.9189529418945312,
77,,4,-0.8778430223464966,
78,,4,-0.6432090997695923,
79,,4,-0.9448519945144653,
,64,4,,5.679790496826172
