Step,Epoch,Train Loss,Val Loss,Val MSE,Val PSNR
1,0,0.0,0.18560710549354553,0.0,0.0
2,0,0.0,0.6880071759223938,0.0,0.0
3,0,0.29323405027389526,0.6880071759223938,0.0,0.0
3,1,0.29323405027389526,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
4,1,0.537290096282959,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
5,1,0.2946382761001587,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
6,1,0.41396936774253845,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
7,1,0.18099968135356903,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
8,1,0.2762041687965393,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
9,1,0.36646172404289246,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
10,1,0.18147599697113037,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
11,1,0.08603130280971527,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
12,1,0.3012208342552185,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
13,1,0.300411194562912,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
14,1,0.27834779024124146,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
15,1,0.22683528065681458,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
16,1,0.09595227241516113,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
17,1,0.11899429559707642,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
18,1,0.08967524766921997,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
19,1,0.08800215274095535,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
20,1,0.06186767667531967,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
21,1,0.019148683175444603,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
22,1,0.10036710649728775,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
23,1,0.21668553352355957,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
24,1,0.13518226146697998,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
25,1,0.2913452982902527,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
26,1,0.06412956118583679,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
27,1,0.06814268976449966,0.6880071759223938,1.0152543783187866,tensor(-0.0657)
28,1,0.06814268976449966,0.00684820581227541,1.0152543783187866,tensor(-0.0657)
29,1,0.06814268976449966,0.018730249255895615,1.0152543783187866,tensor(-0.0657)
