step,train_l1,train_psnr,val_l1,val_pnsr,val_psnr
371,0.7760513424873352,0.0,,,
372,,,0.49988076090812683,,0.0
373,0.10187750309705734,0.0,,,
374,,,0.12365001440048218,,0.0
375,0.03884445130825043,0.0,,,
376,,,0.22562599182128906,,0.0
377,0.07116953283548355,0.0,,,
378,,,0.11300733685493469,,0.0
379,0.2945156693458557,0.0,,,
380,,,0.16838932037353516,,0.0
381,0.2010175734758377,0.0,,,
382,,,0.42113080620765686,,0.0
383,0.19710440933704376,0.0,,,
384,,,0.09891175478696823,,0.0
385,0.1833137422800064,0.0,,,
386,,,0.18469946086406708,,0.0
387,0.3325594961643219,0.0,,,
388,,,0.17829014360904694,,0.0
389,0.2529672682285309,0.0,,,
390,,,0.14528857171535492,,0.0
391,0.18041495978832245,0.0,,,
392,,,0.36211255192756653,,0.0
393,0.17022956907749176,0.0,,,
394,,,0.16414602100849152,,0.0
395,0.18396110832691193,0.0,,,
396,,,0.21547706425189972,,0.0
397,0.19674211740493774,0.0,,,
398,,,0.2750886082649231,,0.0
399,0.07388848811388016,0.0,,,
400,,,0.17229123413562775,,0.0
401,0.23390214145183563,0.0,,,
402,,,0.1070496216416359,,0.0
403,0.10072937607765198,0.0,,,
404,,,0.411827951669693,,0.0
405,0.08617439866065979,0.0,,,
406,,,0.3047405183315277,,0.0
407,0.08893150091171265,0.0,,,
408,,,0.6529436707496643,,0.0
409,0.20324663817882538,0.0,,,
410,,,0.4133540093898773,,0.0
411,0.07356270402669907,0.0,,,
412,,,0.35013505816459656,,0.0
413,0.0881742537021637,0.0,,,
414,,,0.20061562955379486,,0.0
415,0.12123008817434311,0.0,,,
416,,,0.19713057577610016,,0.0
417,0.08303806930780411,0.0,,,
418,,,0.10735412687063217,,0.0
419,0.22565340995788574,0.0,,,
420,,,0.8309914469718933,,0.0
421,0.7615852952003479,0.0,,,
422,,,0.5115879774093628,,0.0
423,0.6699278354644775,0.0,,,
424,,,0.22540025413036346,,0.0
425,0.6215298771858215,0.0,,,
426,,,0.7022027373313904,,0.0
427,0.12280744314193726,0.0,,,
428,,,0.10801253467798233,,0.0
429,0.2325931340456009,0.0,,,
430,,,0.14322815835475922,,0.0
431,0.5734114050865173,0.0,,,
432,,,0.22527797520160675,,0.0
433,0.08870098739862442,0.0,,,
434,,,0.20077656209468842,,0.0
435,0.06928505748510361,0.0,,,
436,,,0.20398908853530884,,0.0
437,0.04739992693066597,0.0,,,
438,,,0.3435001075267792,,0.0
439,0.06897925585508347,0.0,,,
440,,,0.18618112802505493,,0.0
441,0.03793776407837868,0.0,,,
442,,,0.14934377372264862,,0.0
443,0.00969343539327383,0.0,,,
444,,,0.4951218068599701,,0.0
445,0.1635580211877823,0.0,,,
446,,,0.13171495497226715,,0.0
447,0.08941584825515747,0.0,,,
448,,,0.19173097610473633,,0.0
449,0.1022530272603035,0.0,,,
450,,,0.17155349254608154,,0.0
451,0.09485980868339539,0.0,,,
452,,,0.1518808752298355,,0.0
453,0.0760081335902214,0.0,,,
454,,,0.134592667222023,,0.0
455,0.13600318133831024,0.0,,,
456,,,0.8973842263221741,,0.0
457,0.18273575603961945,0.0,,,
458,,,0.2413983792066574,,0.0
459,0.47846341133117676,0.0,,,
460,,,0.2748851776123047,,0.0
461,1.2969943284988403,0.0,,,
462,,,0.13261286914348602,,0.0
463,0.07963148504495621,0.0,,,
464,,,0.19207602739334106,,0.0
465,0.3302740752696991,0.0,,,
466,,,0.44025254249572754,,0.0
467,0.036795321851968765,0.0,,,
468,,,0.20577047765254974,,0.0
469,0.20412667095661163,0.0,,,
470,,,0.24353165924549103,,0.0
471,0.1362825185060501,0.0,,,
472,,,0.33845841884613037,,0.0
473,0.12519502639770508,0.0,,,
474,,,0.18658101558685303,,0.0
475,0.0831160917878151,0.0,,,
476,,,0.5844966769218445,,0.0
477,0.06584352999925613,0.0,,,
478,,,0.14284588396549225,,0.0
479,0.16198615729808807,0.0,,,
480,,,0.1512831598520279,,0.0
481,0.08094201236963272,0.0,,,
482,,,0.1809931844472885,,0.0
483,0.2542395293712616,0.0,,,
484,,,0.1556529402732849,,0.0
485,0.18978731334209442,0.0,,,
486,,,0.23951900005340576,,0.0
487,0.08597150444984436,0.0,,,
488,,,0.27478039264678955,,0.0
489,0.10568650811910629,0.0,,,
490,,,0.13366065919399261,,0.0
491,0.008849906735122204,0.0,,,
492,,,0.690807044506073,,0.0
493,0.19512951374053955,0.0,,,
494,,,0.14780257642269135,,0.0
495,0.299570232629776,0.0,,,
496,,,0.2788524627685547,,0.0
497,0.30292630195617676,0.0,,,
498,,,0.2689550220966339,,0.0
499,0.677021324634552,0.0,,,
500,,,0.32111844420433044,,0.0
501,0.19471955299377441,0.0,,,
502,,,0.12759195268154144,,0.0
503,0.09545815736055374,0.0,,,
504,,,0.16896681487560272,,0.0
505,0.18956954777240753,0.0,,,
506,,,0.25768765807151794,,0.0
507,0.024024004116654396,0.0,,,
508,,,0.13223296403884888,,0.0
509,0.07095149904489517,0.0,,,
510,,,0.183787003159523,,0.0
511,0.1467355340719223,0.0,,,
512,,,0.46610912680625916,,0.0
