Step,Epoch,Train Loss,Val Loss,Val MSE,Val PSNR
1,0,0.0,0.9985496401786804,0.0,0.0
2,0,0.0,0.4143904447555542,0.0,0.0
3,0,0.5169631242752075,0.4143904447555542,0.0,0.0
3,1,0.5169631242752075,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
4,1,0.5061622262001038,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
5,1,0.7314046621322632,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
6,1,0.026637211441993713,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
7,1,0.2915187180042267,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
8,1,0.040613044053316116,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
9,1,0.10817936062812805,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
10,1,0.20887720584869385,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
11,1,0.013677651062607765,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
12,1,0.07157392799854279,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
13,1,0.4752483367919922,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
14,1,0.26009488105773926,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
15,1,0.18896621465682983,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
16,1,0.08293507993221283,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
17,1,0.40107354521751404,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
18,1,0.04525088891386986,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
19,1,0.10418173670768738,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
20,1,0.061028867959976196,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
21,1,0.02228003367781639,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
22,1,0.02651587687432766,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
23,1,0.015027610585093498,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
24,1,0.27291008830070496,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
25,1,0.39096057415008545,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
26,1,0.012476062402129173,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
27,1,0.0045704771764576435,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
28,1,0.00902444589883089,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
29,1,0.4923788905143738,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
30,1,0.012505543418228626,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
31,1,0.00798824243247509,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
32,1,0.04036913067102432,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
33,1,0.022304989397525787,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
34,1,0.15358500182628632,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
35,1,0.02082776091992855,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
36,1,0.02522163838148117,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
37,1,0.005979388020932674,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
38,1,0.19429370760917664,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
39,1,0.08112311363220215,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
40,1,0.12996993958950043,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
41,1,0.019741851836442947,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
42,1,0.41040128469467163,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
43,1,1.0749340057373047,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
44,1,0.03301646560430527,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
45,1,0.40114596486091614,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
46,1,0.16700898110866547,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
47,1,0.04930690675973892,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
48,1,0.30035218596458435,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
49,1,0.2480366975069046,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
50,1,0.010036877356469631,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
51,1,0.029891058802604675,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
52,1,0.03928887099027634,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
53,1,0.18911799788475037,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
54,1,0.18617749214172363,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
55,1,0.004208139143884182,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
56,1,0.3561852276325226,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
57,1,0.4773189127445221,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
58,1,0.0035126679576933384,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
59,1,0.2643575668334961,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
60,1,0.039661332964897156,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
61,1,0.3325637876987457,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
62,1,0.2749985456466675,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
63,1,0.015264601446688175,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
64,1,0.1629144698381424,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
65,1,0.25326111912727356,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
66,1,0.06572476029396057,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
67,1,0.3116382658481598,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
68,1,0.4143560528755188,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
69,1,0.026180438697338104,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
70,1,0.1640523374080658,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
71,1,0.03953582048416138,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
72,1,0.5557018518447876,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
73,1,0.04280548542737961,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
74,1,0.010466458275914192,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
75,1,0.03947066888213158,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
76,1,0.00330556882545352,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
77,1,0.005607745610177517,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
78,1,0.022767066955566406,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
79,1,0.42521387338638306,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
80,1,0.016995549201965332,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
81,1,0.01345088705420494,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
82,1,0.015065532177686691,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
83,1,0.09789611399173737,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
84,1,0.07844410091638565,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
85,1,0.014624977484345436,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
86,1,0.2569649815559387,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
87,1,0.07394526153802872,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
88,1,0.0414932444691658,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
89,1,0.7713965177536011,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
90,1,0.02973409928381443,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
91,1,0.008369622752070427,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
92,1,0.022406000643968582,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
93,1,0.12884950637817383,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
94,1,0.17107637226581573,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
95,1,0.049089595675468445,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
96,1,0.03875036537647247,0.4143904447555542,1.2306631803512573,tensor(-0.9014)
