step,train_l1,train_psnr,val_l1,val_pnsr,val_psnr
275,0.056526441127061844,0.0,,,
276,,,0.37196752429008484,,0.0
277,0.2592258155345917,0.0,,,
278,,,0.30527162551879883,,0.0
279,0.1952589601278305,0.0,,,
280,,,0.1327448934316635,,0.0
281,0.1629074364900589,0.0,,,
282,,,0.23704005777835846,,0.0
283,0.31183701753616333,0.0,,,
284,,,0.21881885826587677,,0.0
285,0.20269151031970978,0.0,,,
286,,,0.21154628694057465,,0.0
287,0.0845872238278389,0.0,,,
288,,,0.7399964928627014,,0.0
289,0.1774418205022812,0.0,,,
290,,,0.4056335389614105,,0.0
291,0.14729909598827362,0.0,,,
292,,,0.19672410190105438,,0.0
293,0.10594770312309265,0.0,,,
294,,,0.14987577497959137,,0.0
295,0.16803227365016937,0.0,,,
296,,,0.16309578716754913,,0.0
297,0.18056748807430267,0.0,,,
298,,,0.15856941044330597,,0.0
299,0.16646708548069,0.0,,,
300,,,0.15893839299678802,,0.0
301,0.13637422025203705,0.0,,,
302,,,0.1712825894355774,,0.0
303,0.20854641497135162,0.0,,,
304,,,1.2395299673080444,,0.0
305,0.09539709240198135,0.0,,,
306,,,0.3462856709957123,,0.0
307,0.16447922587394714,0.0,,,
308,,,0.30213871598243713,,0.0
309,0.8161367774009705,0.0,,,
310,,,0.1499273031949997,,0.0
311,0.8242611885070801,0.0,,,
312,,,0.1269957274198532,,0.0
313,0.11595834046602249,0.0,,,
314,,,0.27139022946357727,,0.0
315,0.11985185742378235,0.0,,,
316,,,0.5625333189964294,,0.0
317,0.20857001841068268,0.0,,,
318,,,0.44543740153312683,,0.0
319,0.11400172114372253,0.0,,,
320,,,0.437482088804245,,0.0
321,0.3741813004016876,0.0,,,
322,,,0.35887250304222107,,0.0
323,0.16333359479904175,0.0,,,
324,,,0.21343736350536346,,0.0
325,0.2957717180252075,0.0,,,
326,,,0.6241553425788879,,0.0
327,0.07595130056142807,0.0,,,
328,,,0.1279524713754654,,0.0
329,0.19922442734241486,0.0,,,
330,,,0.1320938915014267,,0.0
331,0.2843765616416931,0.0,,,
332,,,0.19082646071910858,,0.0
333,0.15465465188026428,0.0,,,
334,,,0.12574739754199982,,0.0
335,0.210577130317688,0.0,,,
336,,,0.25051090121269226,,0.0
337,0.0744643434882164,0.0,,,
338,,,0.4226096570491791,,0.0
339,0.08495450764894485,0.0,,,
340,,,0.38459154963493347,,0.0
341,0.23968146741390228,0.0,,,
342,,,0.20361681282520294,,0.0
343,0.4126322567462921,0.0,,,
344,,,0.17012344300746918,,0.0
345,0.12065192312002182,0.0,,,
346,,,0.3280189335346222,,0.0
347,0.13007359206676483,0.0,,,
348,,,0.396228551864624,,0.0
349,0.08173205703496933,0.0,,,
350,,,0.1759062260389328,,0.0
351,0.1578855663537979,0.0,,,
352,,,0.15907154977321625,,0.0
353,0.1920836716890335,0.0,,,
354,,,0.29722169041633606,,0.0
355,0.13421909511089325,0.0,,,
356,,,0.45964714884757996,,0.0
357,0.3193374574184418,0.0,,,
358,,,0.3241442143917084,,0.0
359,0.09408777207136154,0.0,,,
360,,,0.41613948345184326,,0.0
361,0.14168106019496918,0.0,,,
362,,,0.24684695899486542,,0.0
363,0.5482175946235657,0.0,,,
364,,,0.4516303837299347,,0.0
365,0.18593674898147583,0.0,,,
366,,,0.1259729266166687,,0.0
367,0.2057705968618393,0.0,,,
368,,,0.3318573236465454,,0.0
369,0.42805394530296326,0.0,,,
370,,,0.2558850944042206,,0.0
371,0.09164250642061234,0.0,,,
372,,,0.1501939743757248,,0.0
373,0.26890918612480164,0.0,,,
374,,,0.17034564912319183,,0.0
375,0.2908955514431,0.0,,,
376,,,0.5670909881591797,,0.0
377,0.1499997228384018,0.0,,,
378,,,0.11783064156770706,,0.0
379,0.3341672718524933,0.0,,,
380,,,0.18537791073322296,,0.0
381,0.7933130264282227,0.0,,,
382,,,0.23056471347808838,,0.0
383,0.22275464236736298,0.0,,,
384,,,0.5009168386459351,,0.0
385,0.3131442070007324,0.0,,,
386,,,0.1860397309064865,,0.0
387,0.1612813025712967,0.0,,,
388,,,0.23609697818756104,,0.0
389,0.20812426507472992,0.0,,,
390,,,0.2696280777454376,,0.0
391,0.12926390767097473,0.0,,,
392,,,0.215035080909729,,0.0
393,0.1732250303030014,0.0,,,
394,,,1.20999014377594,,0.0
395,0.3109204173088074,0.0,,,
396,,,0.186446413397789,,0.0
397,0.12011802941560745,0.0,,,
398,,,0.1643458902835846,,0.0
399,0.30718255043029785,0.0,,,
400,,,0.24202577769756317,,0.0
401,0.2395099401473999,0.0,,,
402,,,0.07092829048633575,,0.0
403,0.12291016429662704,0.0,,,
404,,,0.13125811517238617,,0.0
405,0.10983031243085861,0.0,,,
406,,,0.3628592789173126,,0.0
407,0.06616135686635971,0.0,,,
408,,,0.18765108287334442,,0.0
409,0.12200627475976944,0.0,,,
410,,,0.4816972315311432,,0.0
411,0.2137637585401535,0.0,,,
412,,,0.06984036415815353,,0.0
413,0.13294397294521332,0.0,,,
414,,,0.4671989977359772,,0.0
415,0.3885398805141449,0.0,,,
416,,,0.13791193068027496,,0.0
417,0.17325209081172943,0.0,,,
418,,,0.12060714513063431,,0.0
419,0.24315471947193146,0.0,,,
420,,,0.2449771761894226,,0.0
421,0.5810039639472961,0.0,,,
422,,,0.09494049102067947,,0.0
423,0.12000536918640137,0.0,,,
424,,,0.15428729355335236,,0.0
425,0.03245237097144127,0.0,,,
426,,,0.18495921790599823,,0.0
427,0.14281810820102692,0.0,,,
428,,,0.22853218019008636,,0.0
429,0.08749125152826309,0.0,,,
430,,,0.22594505548477173,,0.0
431,0.21451640129089355,0.0,,,
432,,,0.19199998676776886,,0.0
433,0.06187808886170387,0.0,,,
434,,,0.3076942265033722,,0.0
435,0.12782414257526398,0.0,,,
436,,,0.17432014644145966,,0.0
437,0.09132442623376846,0.0,,,
438,,,0.20899920165538788,,0.0
439,0.22199158370494843,0.0,,,
440,,,0.19022269546985626,,0.0
441,0.3846975266933441,0.0,,,
442,,,0.33475354313850403,,0.0
443,0.09112334251403809,0.0,,,
444,,,0.09537998586893082,,0.0
445,0.14319635927677155,0.0,,,
446,,,0.21618299186229706,,0.0
447,0.18101121485233307,0.0,,,
448,,,0.17246155440807343,,0.0
449,0.10740957409143448,0.0,,,
450,,,0.1893128901720047,,0.0
451,0.7552039623260498,0.0,,,
452,,,0.21872563660144806,,0.0
453,0.1351020187139511,0.0,,,
454,,,0.5964070558547974,,0.0
455,0.13777652382850647,0.0,,,
456,,,0.10497238487005234,,0.0
457,0.16926096379756927,0.0,,,
458,,,0.2561919093132019,,0.0
459,0.3712105453014374,0.0,,,
460,,,0.31135261058807373,,0.0
461,0.253199964761734,0.0,,,
462,,,0.6697131991386414,,0.0
463,0.5541386008262634,0.0,,,
464,,,0.14009641110897064,,0.0
465,0.11394626647233963,0.0,,,
466,,,0.2998112440109253,,0.0
467,0.10596605390310287,0.0,,,
468,,,0.18194693326950073,,0.0
469,0.16123154759407043,0.0,,,
470,,,0.1972394734621048,,0.0
471,0.1435776948928833,0.0,,,
472,,,0.5355632305145264,,0.0
473,0.12187748402357101,0.0,,,
474,,,0.1677073985338211,,0.0
475,0.12504039704799652,0.0,,,
476,,,0.15076684951782227,,0.0
477,0.1382296085357666,0.0,,,
478,,,0.2911117672920227,,0.0
479,0.4419828951358795,0.0,,,
480,,,0.16127067804336548,,0.0
481,0.4675513803958893,0.0,,,
482,,,0.17687994241714478,,0.0
483,0.1383240669965744,0.0,,,
484,,,0.17400912940502167,,0.0
485,0.09759354591369629,0.0,,,
486,,,0.7655666470527649,,0.0
487,0.12283340841531754,0.0,,,
488,,,0.20421619713306427,,0.0
489,0.2058769017457962,0.0,,,
490,,,0.2594195306301117,,0.0
491,0.2246236354112625,0.0,,,
492,,,0.07126203924417496,,0.0
493,0.199097141623497,0.0,,,
494,,,0.1877955198287964,,0.0
495,0.1160728707909584,0.0,,,
496,,,0.16689039766788483,,0.0
497,0.26630207896232605,0.0,,,
498,,,0.3236142694950104,,0.0
499,0.10213077813386917,0.0,,,
500,,,0.20149356126785278,,0.0
501,0.14333729445934296,0.0,,,
502,,,0.16733187437057495,,0.0
503,0.0825185775756836,0.0,,,
504,,,0.6833174824714661,,0.0
505,0.06950848549604416,0.0,,,
506,,,0.2021801471710205,,0.0
507,0.09440037608146667,0.0,,,
508,,,0.2841980457305908,,0.0
509,1.03956139087677,0.0,,,
510,,,0.33344021439552307,,0.0
511,0.21339194476604462,0.0,,,
512,,,0.6303962469100952,,0.0
513,0.144672229886055,0.0,,,
514,,,0.1743694394826889,,0.0
515,0.144575297832489,0.0,,,
516,,,0.4595368802547455,,0.0
517,0.07616531103849411,0.0,,,
518,,,0.16794316470623016,,0.0
519,0.32761141657829285,0.0,,,
520,,,0.23548734188079834,,0.0
521,0.6451969146728516,0.0,,,
522,,,0.16184090077877045,,0.0
523,0.057882968336343765,0.0,,,
524,,,0.18053440749645233,,0.0
525,0.6158751845359802,0.0,,,
526,,,0.17093966901302338,,0.0
527,0.10494280606508255,0.0,,,
528,,,0.2686505615711212,,0.0
529,0.07440519332885742,0.0,,,
530,,,0.6904037594795227,,0.0
531,0.08811233192682266,0.0,,,
532,,,0.23268385231494904,,0.0
533,0.15508390963077545,0.0,,,
534,,,0.1891450434923172,,0.0
535,0.16122840344905853,0.0,,,
536,,,0.461788535118103,,0.0
537,0.1776052862405777,0.0,,,
538,,,0.41915789246559143,,0.0
539,0.08429073542356491,0.0,,,
540,,,0.19982130825519562,,0.0
541,0.23862111568450928,0.0,,,
542,,,0.155464768409729,,0.0
543,0.8820337653160095,0.0,,,
544,,,0.10301399230957031,,0.0
545,0.14194433391094208,0.0,,,
546,,,0.15175344049930573,,0.0
547,0.06102375313639641,0.0,,,
548,,,0.19175679981708527,,0.0
549,0.0412268191576004,0.0,,,
550,,,0.5513740181922913,,0.0
551,0.4716978967189789,0.0,,,
552,,,0.11033034324645996,,0.0
553,0.10764706879854202,0.0,,,
554,,,0.06555677205324173,,0.0
555,0.10085674375295639,0.0,,,
556,,,0.15623098611831665,,0.0
557,0.16801828145980835,0.0,,,
558,,,0.20178502798080444,,0.0
559,0.06431006640195847,0.0,,,
560,,,0.1287194937467575,,0.0
561,0.09788486361503601,0.0,,,
562,,,0.1598442643880844,,0.0
563,0.349315881729126,0.0,,,
564,,,0.27680107951164246,,0.0
565,0.0924660861492157,0.0,,,
566,,,0.4004612863063812,,0.0
567,0.5322930812835693,0.0,,,
568,,,0.2070779800415039,,0.0
569,0.282901793718338,0.0,,,
570,,,0.09223809838294983,,0.0
571,0.10125511884689331,0.0,,,
572,,,0.13755734264850616,,0.0
573,0.08521424978971481,0.0,,,
574,,,0.28334754705429077,,0.0
575,0.11498960107564926,0.0,,,
576,,,0.3162342607975006,,0.0
577,0.06013670563697815,0.0,,,
578,,,0.1720409393310547,,0.0
579,0.26178252696990967,0.0,,,
580,,,0.09979961067438126,,0.0
581,0.20806819200515747,0.0,,,
582,,,0.08821699023246765,,0.0
583,0.4777865409851074,0.0,,,
584,,,0.08896590024232864,,0.0
585,0.2748236656188965,0.0,,,
586,,,0.16369600594043732,,0.0
587,0.12114828079938889,0.0,,,
588,,,0.27190962433815,,0.0
589,0.24074089527130127,0.0,,,
590,,,0.30520081520080566,,0.0
591,0.4762439727783203,0.0,,,
592,,,0.21608495712280273,,0.0
593,0.3002355396747589,0.0,,,
594,,,0.32143187522888184,,0.0
595,0.12052250653505325,0.0,,,
596,,,1.2151049375534058,,0.0
597,0.25901809334754944,0.0,,,
598,,,0.155827596783638,,0.0
599,0.13998226821422577,0.0,,,
600,,,0.246190145611763,,0.0
601,0.07542172074317932,0.0,,,
602,,,0.14806832373142242,,0.0
603,0.4499655067920685,0.0,,,
604,,,0.22259847819805145,,0.0
605,0.2738727331161499,0.0,,,
606,,,0.18163268268108368,,0.0
607,0.31651464104652405,0.0,,,
608,,,0.2412862628698349,,0.0
609,0.1426125168800354,0.0,,,
610,,,0.1924791783094406,,0.0
611,0.17394669353961945,0.0,,,
612,,,0.22966061532497406,,0.0
613,0.12279032915830612,0.0,,,
614,,,0.17064517736434937,,0.0
615,0.11730116605758667,0.0,,,
616,,,0.20721153914928436,,0.0
617,0.032634492963552475,0.0,,,
618,,,0.32674476504325867,,0.0
619,0.1546594798564911,0.0,,,
620,,,0.3216920495033264,,0.0
621,0.3475320339202881,0.0,,,
622,,,0.14580407738685608,,0.0
623,0.17778384685516357,0.0,,,
624,,,0.1879991888999939,,0.0
625,0.21988217532634735,0.0,,,
626,,,0.31170931458473206,,0.0
627,1.1728472709655762,0.0,,,
628,,,0.1598329395055771,,0.0
629,0.15471431612968445,0.0,,,
630,,,0.09767689555883408,,0.0
631,0.07813163846731186,0.0,,,
632,,,0.15643398463726044,,0.0
633,0.0927148088812828,0.0,,,
634,,,0.4239039421081543,,0.0
635,0.0845162495970726,0.0,,,
636,,,0.25835123658180237,,0.0
637,0.16239653527736664,0.0,,,
638,,,0.18606425821781158,,0.0
639,0.17359589040279388,0.0,,,
640,,,0.08070748299360275,,0.0
641,0.30751076340675354,0.0,,,
642,,,0.13730491697788239,,0.0
643,0.08581962436437607,0.0,,,
644,,,0.24926559627056122,,0.0
645,0.1819615215063095,0.0,,,
646,,,0.2712053954601288,,0.0
647,0.07526712119579315,0.0,,,
648,,,0.24842782318592072,,0.0
649,0.8034564852714539,0.0,,,
650,,,0.09926954656839371,,0.0
651,0.4852811396121979,0.0,,,
652,,,0.06196567788720131,,0.0
653,0.5944256782531738,0.0,,,
654,,,0.17216169834136963,,0.0
655,0.0950753316283226,0.0,,,
656,,,0.5619279146194458,,0.0
657,0.12363490462303162,0.0,,,
658,,,0.122304767370224,,0.0
659,0.1791340857744217,0.0,,,
660,,,0.26660630106925964,,0.0
661,0.10114526003599167,0.0,,,
662,,,0.13727210462093353,,0.0
663,0.21819013357162476,0.0,,,
664,,,0.933539867401123,,0.0
665,0.15633712708950043,0.0,,,
666,,,0.30236995220184326,,0.0
667,0.46401262283325195,0.0,,,
668,,,0.23083005845546722,,0.0
669,0.23361723124980927,0.0,,,
670,,,0.2154240608215332,,0.0
671,0.07379022240638733,0.0,,,
672,,,0.4312156140804291,,0.0
673,0.14761370420455933,0.0,,,
674,,,0.3738914728164673,,0.0
675,0.3085540235042572,0.0,,,
676,,,0.6556956171989441,,0.0
677,0.15546810626983643,0.0,,,
678,,,0.09588939696550369,,0.0
679,0.875472366809845,0.0,,,
680,,,0.37445536255836487,,0.0
681,0.1574126034975052,0.0,,,
682,,,0.34948965907096863,,0.0
683,0.10279730707406998,0.0,,,
684,,,0.483175128698349,,0.0
685,0.1674572229385376,0.0,,,
686,,,0.2256162315607071,,0.0
687,0.25273415446281433,0.0,,,
688,,,0.18465544283390045,,0.0
689,0.15520335733890533,0.0,,,
690,,,0.20150883495807648,,0.0
691,0.1910121589899063,0.0,,,
692,,,0.224489226937294,,0.0
693,0.0999457836151123,0.0,,,
694,,,0.16682739555835724,,0.0
695,0.12355023622512817,0.0,,,
696,,,0.22055833041667938,,0.0
697,0.19728493690490723,0.0,,,
698,,,0.9637463688850403,,0.0
699,0.09130512923002243,0.0,,,
700,,,0.6332635283470154,,0.0
701,0.11636582016944885,0.0,,,
702,,,0.10929128527641296,,0.0
703,0.21949398517608643,0.0,,,
704,,,0.21121931076049805,,0.0
705,0.3457615375518799,0.0,,,
706,,,0.2056483030319214,,0.0
707,0.1382429152727127,0.0,,,
708,,,0.16569019854068756,,0.0
709,0.1209811344742775,0.0,,,
710,,,0.1316175013780594,,0.0
711,0.0149702662602067,0.0,,,
712,,,0.16900932788848877,,0.0
713,0.5273394584655762,0.0,,,
714,,,0.13020318746566772,,0.0
715,0.23176860809326172,0.0,,,
716,,,0.15602459013462067,,0.0
717,0.15826542675495148,0.0,,,
718,,,0.40761086344718933,,0.0
719,0.1416591852903366,0.0,,,
720,,,0.12713779509067535,,0.0
721,0.1312367469072342,0.0,,,
722,,,0.3285439908504486,,0.0
723,0.13341273367404938,0.0,,,
724,,,0.3427165448665619,,0.0
725,0.10918977856636047,0.0,,,
726,,,0.09442642331123352,,0.0
727,0.014088002033531666,0.0,,,
728,,,0.2041812688112259,,0.0
729,0.2922991216182709,0.0,,,
730,,,0.2158791422843933,,0.0
731,0.09112665802240372,0.0,,,
732,,,0.17189736664295197,,0.0
733,0.21768932044506073,0.0,,,
734,,,0.5926801562309265,,0.0
735,0.26418665051460266,0.0,,,
